start_date,expiration_date,discount_size
2010-02-22 08:43:45Z,,0.383674397777614
2011-04-03 06:04:37Z,,0.341742417002908
2014-03-30 14:58:24Z,,0.288819819357628
2015-10-07 11:44:21Z,,0.606965727455432
2011-01-20 02:09:29Z,,0.922406359073895
2013-04-08 03:02:32Z,,0.862089584517334
2010-01-21 16:33:07Z,,0.968633396536407
2011-04-24 06:53:50Z,,0.815938624467672
2014-12-11 04:35:36Z,,0.57272573261183
2013-07-17 15:12:07Z,,0.398238818346634
2011-04-24 16:54:09Z,,0.831172730695071
2011-10-09 03:09:07Z,,0.950451395916963
2014-04-12 19:19:46Z,,0.899523525917681
2014-03-02 07:45:20Z,,0.161284980904909
2011-11-28 21:24:27Z,,0.821972601964126
2013-11-28 20:08:10Z,,0.475591719837669
2010-04-08 01:09:04Z,,0.166524435471056
2013-11-20 15:45:38Z,,0.884590587990634
2011-06-23 18:29:18Z,,0.274824905337219
2013-10-08 19:02:45Z,,0.169053840995326
2012-06-23 18:12:20Z,,0.520496401246868
2014-11-13 12:54:50Z,,0.0890359976743516
2014-05-28 14:44:35Z,,0.9794184532852
2012-04-17 15:01:31Z,,0.146074490224046
2011-11-28 07:26:50Z,,0.0411738720914227
2012-08-05 06:13:58Z,,0.743926879364963
2015-09-24 06:12:15Z,,0.368509319316833
2015-10-07 09:04:24Z,,0.816650262482767
2013-02-23 00:09:03Z,,0.175159288186188
2010-11-16 20:35:03Z,,0.140592152783923
2010-05-25 21:58:52Z,,0.457253426991987
2015-03-13 16:55:00Z,,0.399268535617398
2014-08-13 02:48:38Z,,0.833234403670409
2010-06-20 20:45:37Z,,0.522826107927983
2015-03-29 08:53:02Z,,0.788938411878859
2010-11-26 20:16:04Z,,0.89426759951481
2012-04-14 01:57:36Z,,0.837991848512549
2015-03-24 11:22:45Z,,0.256415905084655
2012-02-14 11:18:44Z,,0.125020758772744
2012-04-03 09:35:27Z,,0.0499717705184462
2013-05-02 18:52:09Z,,0.756528808621936
2010-10-02 16:54:54Z,,0.492591355691008
2015-02-21 10:20:54Z,,0.820490746675288
2010-11-13 02:04:38Z,,0.35860545763681
2012-11-21 08:53:08Z,,0.764065076487169
2011-09-17 21:04:54Z,,0.730166191575195
2015-09-11 16:39:36Z,,0.594085159988182
2011-12-13 09:12:48Z,,0.519911651276011
2014-08-16 10:39:46Z,,0.902962287377083
2015-11-07 20:07:31Z,,0.465203531768733
2015-02-11 22:00:09Z,,0.356646218968856
2012-07-11 21:24:36Z,,0.0512622692860953
2010-12-11 12:27:28Z,,0.267328981900275
2010-11-04 15:28:22Z,,0.243281722647735
2010-08-12 11:35:09Z,,0.143606077015216
2013-08-19 09:02:11Z,,0.667087601342745
2013-07-09 03:46:50Z,,0.971571962335879
2010-08-25 03:27:36Z,,0.79758791569508
2012-08-23 11:34:50Z,,0.00723224459552776
2015-11-12 10:35:45Z,,0.145012917530263
2014-07-23 05:57:15Z,,0.557009204084524
2010-01-24 22:44:46Z,,0.16299181159725
2012-11-22 06:16:30Z,,0.231512587625306
2014-08-14 11:51:47Z,,0.455612837083457
2013-04-24 17:01:01Z,,0.300639401329979
2010-06-01 18:05:37Z,,0.140181338479827
2015-12-10 19:07:54Z,,0.671171370740594
2010-04-08 14:35:25Z,,0.11013866919565
2014-05-25 10:11:21Z,,0.573893155238541
2011-09-04 22:31:30Z,,0.270419760733107
2013-02-27 22:43:26Z,,0.0700465645967268
2010-06-06 19:10:07Z,,0.436963279003726
2010-08-15 19:52:11Z,,0.081904892847829
2015-02-14 02:22:54Z,,0.758410592450952
2010-08-25 16:48:30Z,,0.140422253003541
2013-09-08 10:07:50Z,,0.622731388836508
2015-08-02 13:54:31Z,,0.531870458522751
2015-08-04 13:55:44Z,,0.139303338778812
2014-02-03 01:12:26Z,,0.591876762729081
2015-05-19 13:39:57Z,,0.0227135666751832
2011-06-11 12:28:02Z,,0.0593963717387041
2011-11-19 05:27:15Z,,0.162899473292241
2010-12-21 07:45:49Z,,0.700890662009311
2014-12-05 08:25:40Z,,0.27620495123612
2015-08-08 03:46:31Z,,0.783454198289408
2015-09-03 21:14:52Z,,0.80320149185285
2010-04-19 20:04:51Z,,0.0174608049064226
2014-01-17 09:48:02Z,,0.348522697737684
2014-12-11 01:36:57Z,,0.991605592887665
2013-06-29 12:42:12Z,,0.34806578901972
2011-08-03 17:16:40Z,,0.312984583113801
2015-06-28 06:01:56Z,,0.0928496956326299
2013-09-21 21:53:24Z,,0.42195352978164
2012-09-23 20:52:26Z,,0.905236730773578
2010-12-29 22:46:15Z,,0.741666189274595
2010-07-06 19:46:43Z,,0.659087074761785
2014-05-24 22:05:29Z,,0.0165982195253476
2011-11-26 19:15:30Z,,0.21472690311015
2010-06-26 03:31:17Z,,0.212458681879779
2012-10-01 18:04:22Z,,0.353624006897967
2013-02-17 15:56:17Z,,0.948413974115818
2011-10-21 20:19:14Z,,0.0224005058512094
2011-12-28 21:45:51Z,,0.846512139703386
2013-11-06 14:36:33Z,,0.154614475627716
2011-04-01 18:05:34Z,,0.79385596550715
2013-07-01 08:28:43Z,,0.468229371341052
2010-05-26 00:57:18Z,,0.466729107995857
2015-04-17 19:27:30Z,,0.804194875435994
2012-09-11 13:40:13Z,,0.875823283975862
2014-06-08 21:28:46Z,,0.0904627084221983
2015-02-18 16:36:31Z,,0.336700371157704
2013-04-08 13:56:17Z,,0.101101241121581
2015-03-11 07:24:08Z,,0.346875079137681
2014-02-08 16:48:17Z,,0.688098167855338
2010-08-17 08:36:35Z,,0.039972906019526
2015-11-25 06:55:52Z,,0.502944944660619
2015-02-09 07:09:07Z,,0.369646657896064
2015-01-21 03:45:34Z,,0.411411396885017
2012-10-04 13:14:08Z,,0.385130813990315
2011-08-07 13:34:54Z,,0.314631632675711
2014-04-29 21:35:54Z,,0.53632828664795
2010-12-06 22:51:53Z,,0.34953266119097
2011-02-14 12:43:26Z,,0.974753903213308
2015-06-15 11:58:12Z,,0.405102928357712
2014-09-21 19:09:33Z,,0.891565060192517
2015-06-19 21:53:49Z,,0.0235998444369062
2014-08-18 21:49:14Z,,0.388985681528685
2013-04-06 12:17:53Z,,0.559822280686266
2013-12-05 18:07:36Z,,0.918785105887235
2011-12-12 11:47:11Z,,0.464327150706354
2012-04-05 13:20:57Z,,0.371087566656567
2012-08-20 07:08:41Z,,0.522367386390626
2010-10-13 15:04:35Z,,0.594201555752289
2010-08-27 20:52:35Z,,0.812439303292166
2014-08-11 06:53:58Z,,0.894602349444573
2011-05-02 13:46:22Z,,0.839557265788111
2010-03-26 13:32:54Z,,0.60831803903371
2012-07-09 21:07:35Z,,0.350627897470551
2015-01-07 16:50:12Z,,0.24867318721892
2013-05-29 17:40:31Z,,0.70687431129947
2012-10-13 10:48:14Z,,0.103398011114168
2014-05-25 17:47:14Z,,0.0911991578020152
2010-04-16 04:24:16Z,,0.956917790675963
2014-02-05 03:47:32Z,,0.797656920178634
2010-03-23 00:29:31Z,,0.0877999049088917
2010-11-28 11:21:49Z,,0.0145043502629289
2014-09-20 04:27:01Z,,0.736108964186213
2013-04-17 13:09:45Z,,0.900377961760563
2014-12-17 06:35:43Z,,0.0384813947782299
2015-05-23 20:17:01Z,,0.468987400861917
2013-08-24 04:55:42Z,,0.0624994272657202
